Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,tenure_display,Postal District,Market Segment,Floor Level,postal_sector,price_psf,comparison_key
THE VENUE RESIDENCES,"2,358,888","1,237.86","1,906",Aug-24,TAI THONG CRESCENT,Resale,Strata,115.0,"20,512",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15,13,1906,Private-Apartment-99 yrs lease commencing from 2012
76 SHENTON,"1,220,000",624.31,"1,954",Aug-24,SHENTON WAY,Resale,Strata,58.0,"21,034",-,Apartment,1,99 yrs lease commencing from 2007,2,Core Central Region,11 to 15,2,1954,Private-Apartment-99 yrs lease commencing from 2007
CLEMENTIWOODS CONDOMINIUM,"2,050,000","1,410.08","1,454",Aug-24,WEST COAST ROAD,Resale,Strata,131.0,"15,649",-,Condominium,1,99 yrs lease commencing from 2006,5,Outside Central Region,01 to 05,5,1454,Private-Condominium-99 yrs lease commencing from 2006
BRADDELL VIEW,"1,710,000","1,797.59",951,Aug-24,BRADDELL HILL,Resale,Strata,167.0,"10,240",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,01 to 05,20,951,Private-Apartment-102 yrs lease commencing from 1978
GRANDEUR PARK RESIDENCES,"1,290,000",667.37,"1,933",Aug-24,BEDOK SOUTH AVENUE 3,Resale,Strata,62.0,"20,806",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10,16,1933,Private-Condominium-99 yrs lease commencing from 2016
AQUARIUS BY THE PARK,"1,138,000",893.41,"1,274",Aug-24,BEDOK RESERVOIR VIEW,Resale,Strata,83.0,"13,711",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15,16,1274,Private-Condominium-99 yrs lease commencing from 1996
THE WISTERIA,"1,018,000",710.42,"1,433",Aug-24,YISHUN RING ROAD,Resale,Strata,66.0,"15,424",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10,27,1433,Private-Apartment-99 yrs lease commencing from 2015
ECO,"950,000",635.08,"1,496",Aug-24,BEDOK SOUTH AVENUE 3,Resale,Strata,59.0,"16,102",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15,16,1496,Private-Condominium-99 yrs lease commencing from 2012
THE PALETTE,"1,080,000",742.72,"1,454",Aug-24,PASIR RIS GROVE,Resale,Strata,69.0,"15,652",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10,18,1454,Private-Condominium-99 yrs lease commencing from 2010
IVORY HEIGHTS,"1,775,000","1,700.71","1,044",Aug-24,JURONG EAST STREET 13,Resale,Strata,158.0,"11,234",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,21 to 25,22,1044,Private-Condominium-100 yrs lease commencing from 1986
Q BAY RESIDENCES,"1,080,000",796.54,"1,356",Aug-24,TAMPINES STREET 86,Resale,Strata,74.0,"14,595",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,18,1356,Private-Condominium-99 yrs lease commencing from 2012
THE FLORENCE RESIDENCES,"1,130,000",635.08,"1,779",Aug-24,HOUGANG AVENUE 2,Sub Sale,Strata,59.0,"19,153",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,19,1779,Private-Apartment-99 yrs lease commencing from 2018
THE MINTON,"1,404,000",936.47,"1,499",Aug-24,HOUGANG STREET 11,Resale,Strata,87.0,"16,138",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15,19,1499,Private-Condominium-99 yrs lease commencing from 2007
ROSEWOOD,"1,078,000","1,011.82","1,065",Aug-24,ROSEWOOD DRIVE,Resale,Strata,94.0,"11,468",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,11 to 15,25,1065,Private-Condominium-99 yrs lease commencing from 2000
VUE 8 RESIDENCE,"1,388,000","1,044.11","1,329",Aug-24,PASIR RIS HEIGHTS,Resale,Strata,97.0,"14,309",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,18,1329,Private-Condominium-99 yrs lease commencing from 2012
A TREASURE TROVE,"1,665,000","1,044.11","1,595",Aug-24,PUNGGOL WALK,Resale,Strata,97.0,"17,165",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,19,1595,Private-Condominium-99 yrs lease commencing from 2011
SIMS URBAN OASIS,"1,800,000",958,"1,879",Aug-24,SIMS DRIVE,Resale,Strata,89.0,"20,225",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05,14,1879,Private-Condominium-99 yrs lease commencing from 2014
THE VIRIDIAN,"1,435,000",893.41,"1,606",Aug-24,JALAN AMPAS,Resale,Strata,83.0,"17,289",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10,12,1606,Private-Apartment-Freehold
COMMONWEALTH TOWERS,"1,665,000",753.48,"2,210",Aug-24,COMMONWEALTH AVENUE,Resale,Strata,70.0,"23,786",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,16 to 20,3,2210,Private-Condominium-99 yrs lease commencing from 2013
VERDALE,"1,168,000",613.55,"1,904",Aug-24,DE SOUZA AVENUE,Resale,Strata,57.0,"20,491",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05,21,1904,Private-Apartment-99 yrs lease commencing from 2018
HILLINGTON GREEN,"2,720,000","1,754.53","1,550",Aug-24,HILLVIEW AVENUE,Resale,Strata,163.0,"16,687",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,06 to 10,23,1550,Private-Condominium-999 yrs lease commencing from 1883
VUE 8 RESIDENCE,"1,808,888","1,345.5","1,344",Aug-24,PASIR RIS HEIGHTS,Resale,Strata,125.0,"14,471",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,18,1344,Private-Condominium-99 yrs lease commencing from 2012
BOTANIC GARDENS MANSION,"3,905,000","1,754.53","2,226",Aug-24,TAMAN SERASI,Resale,Strata,163.0,"23,957",-,Apartment,1,Freehold,10,Core Central Region,01 to 05,10,2226,Private-Apartment-Freehold
THE PETALS,"1,830,000","1,334.74","1,371",Aug-24,HILLVIEW AVENUE,Resale,Strata,124.0,"14,758",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10,23,1371,Private-Condominium-Freehold
CLEMENTIWOODS CONDOMINIUM,"944,000",645.84,"1,462",Aug-24,WEST COAST ROAD,Resale,Strata,60.0,"15,733",-,Condominium,1,99 yrs lease commencing from 2006,5,Outside Central Region,01 to 05,5,1462,Private-Condominium-99 yrs lease commencing from 2006
ORCHARD SOPHIA,"2,022,570",688.9,"2,936",Aug-24,SOPHIA ROAD,New Sale,Strata,64.0,"31,603",-,Apartment,1,Freehold,9,Core Central Region,01 to 05,9,2936,Private-Apartment-Freehold
J'DEN,"1,689,000",624.31,"2,705",Aug-24,JURONG EAST CENTRAL 1,New Sale,Strata,58.0,"29,121",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,31 to 35,22,2705,Private-Apartment-99 yrs lease commencing from 2023
LENTORIA,"2,028,000",958,"2,117",Aug-24,LENTOR HILLS ROAD,New Sale,Strata,89.0,"22,787",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10,26,2117,Private-Condominium-99 yrs lease commencing from 2022
LENTOR HILLS RESIDENCES,"2,392,000","1,097.93","2,179",Aug-24,LENTOR HILLS ROAD,New Sale,Strata,102.0,"23,451",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15,26,2179,Private-Apartment-99 yrs lease commencing from 2022
LENTORIA,"2,511,000","1,119.46","2,243",Aug-24,LENTOR HILLS ROAD,New Sale,Strata,104.0,"24,144",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15,26,2243,Private-Condominium-99 yrs lease commencing from 2022
LENTOR MANSION,"3,544,000","1,506.96","2,352",Aug-24,LENTOR GARDENS,New Sale,Strata,140.0,"25,314",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20,26,2352,Private-Apartment-99 yrs lease commencing from 2023
GRANGE 1866,"2,763,000",828.83,"3,334",Aug-24,GRANGE ROAD,New Sale,Strata,77.0,"35,883",-,Apartment,1,Freehold,10,Core Central Region,11 to 15,10,3334,Private-Apartment-Freehold
TEMBUSU GRAND,"2,708,000","1,173.28","2,308",Aug-24,JALAN TEMBUSU,New Sale,Strata,109.0,"24,844",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,15,2308,Private-Condominium-99 yrs lease commencing from 2022
TEMBUSU GRAND,"1,412,000",527.44,"2,677",Aug-24,JALAN TEMBUSU,New Sale,Strata,49.0,"28,816",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,15,2677,Private-Condominium-99 yrs lease commencing from 2022
THE BOTANY AT DAIRY FARM,"2,157,000","1,033.34","2,087",Aug-24,DAIRY FARM WALK,New Sale,Strata,96.0,"22,469",-,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,06 to 10,23,2087,Private-Condominium-99 yrs lease commencing from 2022
THE HILL @ONE-NORTH,"1,960,000",753.48,"2,601",Aug-24,SLIM BARRACKS RISE,New Sale,Strata,70.0,"28,000",-,Apartment,1,99 yrs lease commencing from 2022,5,Rest of Central Region,06 to 10,5,2601,Private-Apartment-99 yrs lease commencing from 2022
HILLOCK GREEN,"1,505,000",624.31,"2,411",Aug-24,LENTOR CENTRAL,New Sale,Strata,58.0,"25,948",-,Apartment,1,99 years leasehold,26,Outside Central Region,16 to 20,26,2411,Private-Apartment-99 years leasehold
LENTOR HILLS RESIDENCES,"2,267,000","1,097.93","2,065",Aug-24,LENTOR HILLS ROAD,New Sale,Strata,102.0,"22,225",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05,26,2065,Private-Apartment-99 yrs lease commencing from 2022
PINETREE HILL,"3,482,000","1,463.9","2,379",Aug-24,PINE GROVE,New Sale,Strata,136.0,"25,603",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10,21,2379,Private-Condominium-99 yrs lease commencing from 2022
KASSIA,"1,800,000",904.18,"1,991",Aug-24,FLORA DRIVE,New Sale,Strata,84.0,"21,429",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05,17,1991,Private-Condominium-Freehold
LENTOR HILLS RESIDENCES,"2,993,000","1,356.26","2,207",Aug-24,LENTOR HILLS ROAD,New Sale,Strata,126.0,"23,754",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20,26,2207,Private-Apartment-99 yrs lease commencing from 2022
HILLHAVEN,"1,575,090",699.66,"2,251",Aug-24,HILLVIEW RISE,New Sale,Strata,65.0,"24,232",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,11 to 15,23,2251,Private-Condominium-99 yrs lease commencing from 2023
THE MYST,"2,182,000","1,162.51","1,877",Aug-24,UPPER BUKIT TIMAH ROAD,New Sale,Strata,108.0,"20,204",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05,23,1877,Private-Condominium-99 yrs lease commencing from 2023
TEMBUSU GRAND,"3,457,000","1,431.61","2,415",Aug-24,JALAN TEMBUSU,New Sale,Strata,133.0,"25,992",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,15,2415,Private-Condominium-99 yrs lease commencing from 2022
PARK EAST,"3,400,000","2,023.63","1,680",Aug-24,JALAN TUA KONG,Resale,Strata,188.0,"18,085",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10,15,1680,Private-Condominium-Freehold
# 1 SUITES,"713,000",559.73,"1,274",Aug-24,LORONG 20 GEYLANG,Resale,Strata,52.0,"13,712",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10,14,1274,Private-Apartment-Freehold
BURLINGTON SQUARE,"1,100,000",731.95,"1,503",Aug-24,BENCOOLEN STREET,Resale,Strata,68.0,"16,176",-,Apartment,1,99 yrs lease commencing from 1996,7,Rest of Central Region,06 to 10,7,1503,Private-Apartment-99 yrs lease commencing from 1996
SIGLAP V,"800,000",516.67,"1,548",Aug-24,FIRST STREET,Resale,Strata,48.0,"16,667",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,15,1548,Private-Apartment-Freehold
THE TESSARINA,"3,100,000","1,313.21","2,361",Aug-24,WILBY ROAD,Resale,Strata,122.0,"25,410",-,Condominium,1,Freehold,10,Core Central Region,01 to 05,10,2361,Private-Condominium-Freehold
EUHABITAT,"1,400,000",904.18,"1,548",Aug-24,JALAN EUNOS,Resale,Strata,84.0,"16,667",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05,14,1548,Private-Condominium-99 yrs lease commencing from 2010
VIZ AT HOLLAND,"1,709,000",861.12,"1,985",Aug-24,QUEENSWAY,Resale,Strata,80.0,"21,363",-,Condominium,1,Freehold,10,Core Central Region,06 to 10,10,1985,Private-Condominium-Freehold
REGENT PARK,"1,190,000",904.18,"1,316",Aug-24,JALAN LEMPENG,Resale,Strata,84.0,"14,167",-,Condominium,1,99 yrs lease commencing from 1993,5,Outside Central Region,01 to 05,5,1316,Private-Condominium-99 yrs lease commencing from 1993
THE TRILINQ,"2,068,000","1,044.11","1,981",Aug-24,JALAN LEMPENG,Resale,Strata,97.0,"21,320",-,Condominium,1,99 yrs lease commencing from 2012,5,Outside Central Region,31 to 35,5,1981,Private-Condominium-99 yrs lease commencing from 2012
CONCOURSE SKYLINE,"1,520,000",818.06,"1,858",Aug-24,BEACH ROAD,Resale,Strata,76.0,"20,000",-,Apartment,1,99 yrs lease commencing from 2008,7,Core Central Region,06 to 10,7,1858,Private-Apartment-99 yrs lease commencing from 2008
THE ESTIVA,"1,730,000","1,151.75","1,502",Aug-24,PASIR PANJANG ROAD,Resale,Strata,107.0,"16,168",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05,5,1502,Private-Apartment-Freehold
LENTOR HILLS RESIDENCES,"2,381,000","1,097.93","2,169",Aug-24,LENTOR HILLS ROAD,New Sale,Strata,102.0,"23,343",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15,26,2169,Private-Apartment-99 yrs lease commencing from 2022
LENTOR HILLS RESIDENCES,"2,911,000","1,356.26","2,146",Aug-24,LENTOR HILLS ROAD,New Sale,Strata,126.0,"23,103",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15,26,2146,Private-Apartment-99 yrs lease commencing from 2022
PARK COLONIAL,"2,200,000",979.52,"2,246",Aug-24,WOODLEIGH LANE,Resale,Strata,91.0,"24,176",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05,13,2246,Private-Condominium-99 yrs lease commencing from 2017
KOVAN JEWEL,"2,445,500","1,140.98","2,143",Aug-24,KOVAN ROAD,New Sale,Strata,106.0,"23,071",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,19,2143,Private-Apartment-Freehold
LENTOR MANSION,"2,694,000","1,227.1","2,195",Aug-24,LENTOR GARDENS,New Sale,Strata,114.0,"23,632",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10,26,2195,Private-Apartment-99 yrs lease commencing from 2023
THE TAPESTRY,"780,000",441.32,"1,767",Aug-24,TAMPINES STREET 86,Resale,Strata,41.0,"19,024",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15,18,1767,Private-Condominium-99 yrs lease commencing from 2017
HIGHGATE,"1,680,000","1,108.69","1,515",Aug-24,TOH TUCK ROAD,Resale,Strata,103.0,"16,311",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05,21,1515,Private-Condominium-Freehold
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,753,600","2,131.27","1,761",Aug-24,OCEAN WAY,Resale,Strata,198.0,"18,958",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05,4,1761,Private-Condominium-99 yrs lease commencing from 2006
THE COTERIE @ HOLLAND,"1,710,000",785.77,"2,176",Aug-24,HOLLAND ROAD,Resale,Strata,73.0,"23,425",-,Apartment,1,Freehold,10,Core Central Region,01 to 05,10,2176,Private-Apartment-Freehold
SUNHAVEN,"1,410,000","1,087.16","1,297",Aug-24,UPPER CHANGI ROAD EAST,Resale,Strata,101.0,"13,960",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05,16,1297,Private-Condominium-Freehold
LAKE GRANDE,"810,000",409.03,"1,980",Aug-24,JURONG LAKE LINK,Resale,Strata,38.0,"21,316",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,01 to 05,22,1980,Private-Condominium-99 yrs lease commencing from 2015
CITYLIGHTS,"2,400,000","1,356.26","1,770",Aug-24,JELLICOE ROAD,Resale,Strata,126.0,"19,048",-,Condominium,1,99 yrs lease commencing from 2004,8,Rest of Central Region,11 to 15,8,1770,Private-Condominium-99 yrs lease commencing from 2004
VUE 8 RESIDENCE,"1,370,000","1,033.34","1,326",Aug-24,PASIR RIS HEIGHTS,Resale,Strata,96.0,"14,271",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,18,1326,Private-Condominium-99 yrs lease commencing from 2012
THE FLORENCE RESIDENCES,"1,930,000",979.52,"1,970",Aug-24,HOUGANG AVENUE 2,Sub Sale,Strata,91.0,"21,209",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20,19,1970,Private-Apartment-99 yrs lease commencing from 2018
SYMPHONY SUITES,"890,000",688.9,"1,292",Aug-24,YISHUN CLOSE,Resale,Strata,64.0,"13,906",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05,27,1292,Private-Condominium-99 yrs lease commencing from 2014
KAP RESIDENCES,"1,580,000",871.88,"1,812",Aug-24,KING ALBERT PARK,Resale,Strata,81.0,"19,506",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05,21,1812,Private-Apartment-Freehold
THE TRILLIUM,"4,650,000","1,797.59","2,587",Aug-24,KIM SENG ROAD,Resale,Strata,167.0,"27,844",-,Condominium,1,Freehold,9,Core Central Region,06 to 10,9,2587,Private-Condominium-Freehold
THE ALPS RESIDENCES,"1,530,000","1,065.64","1,436",Aug-24,TAMPINES STREET 86,Resale,Strata,99.0,"15,455",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05,18,1436,Private-Condominium-99 yrs lease commencing from 2015
HAIG COURT,"3,000,000","1,442.38","2,080",Aug-24,HAIG ROAD,Resale,Strata,134.0,"22,388",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,15,2080,Private-Condominium-Freehold
THE MINTON,"1,490,000",979.52,"1,521",Aug-24,HOUGANG STREET 11,Resale,Strata,91.0,"16,374",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15,19,1521,Private-Condominium-99 yrs lease commencing from 2007
J GATEWAY,"1,050,000",473.62,"2,217",Aug-24,GATEWAY DRIVE,Resale,Strata,44.0,"23,864",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,26 to 30,22,2217,Private-Condominium-99 yrs lease commencing from 2012
RIO VISTA,"1,400,000","1,248.62","1,121",Aug-24,UPPER SERANGOON VIEW,Resale,Strata,116.0,"12,069",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15,19,1121,Private-Condominium-99 yrs lease commencing from 2001
PENROSE,"1,280,000",645.84,"1,982",Aug-24,SIMS DRIVE,Sub Sale,Strata,60.0,"21,333",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20,14,1982,Private-Apartment-99 yrs lease commencing from 2019
FERRARIA PARK CONDOMINIUM,"1,848,888","1,689.95","1,094",Aug-24,FLORA DRIVE,Resale,Strata,157.0,"11,776",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10,17,1094,Private-Condominium-Freehold
RIO VISTA,"1,420,000","1,237.86","1,147",Aug-24,UPPER SERANGOON VIEW,Resale,Strata,115.0,"12,348",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15,19,1147,Private-Condominium-99 yrs lease commencing from 2001
RIVERFRONT RESIDENCES,"1,347,000",721.19,"1,868",Aug-24,HOUGANG AVENUE 7,Sub Sale,Strata,67.0,"20,104",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,19,1868,Private-Apartment-99 yrs lease commencing from 2018
SILVERSEA,"2,100,000",968.76,"2,168",Aug-24,MARINE PARADE ROAD,Resale,Strata,90.0,"23,333",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05,15,2168,Private-Condominium-99 yrs lease commencing from 2007
THE TAPESTRY,"1,025,000",602.78,"1,700",Aug-24,TAMPINES STREET 86,Resale,Strata,56.0,"18,304",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15,18,1700,Private-Condominium-99 yrs lease commencing from 2017
RIVER ISLES,"1,288,000",947.23,"1,360",Aug-24,EDGEDALE PLAINS,Resale,Strata,88.0,"14,636",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10,19,1360,Private-Condominium-99 yrs lease commencing from 2012
RIVERFRONT RESIDENCES,"1,050,000",613.55,"1,711",Aug-24,HOUGANG AVENUE 7,Sub Sale,Strata,57.0,"18,421",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,19,1711,Private-Apartment-99 yrs lease commencing from 2018
HERITAGE VIEW,"1,490,000",968.76,"1,538",Aug-24,DOVER RISE,Resale,Strata,90.0,"16,556",-,Condominium,1,99 yrs lease commencing from 1996,5,Rest of Central Region,06 to 10,5,1538,Private-Condominium-99 yrs lease commencing from 1996
THE PIER AT ROBERTSON,"1,475,000",753.48,"1,958",Aug-24,MOHAMED SULTAN ROAD,Resale,Strata,70.0,"21,071",-,Apartment,1,Freehold,9,Core Central Region,01 to 05,9,1958,Private-Apartment-Freehold
THE RAINTREE,"1,400,000",925.7,"1,512",Aug-24,BUKIT DRIVE,Resale,Strata,86.0,"16,279",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,01 to 05,21,1512,Private-Condominium-99 yrs lease commencing from 2003
THE ALPS RESIDENCES,"698,000",441.32,"1,582",Aug-24,TAMPINES STREET 86,Resale,Strata,41.0,"17,024",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05,18,1582,Private-Condominium-99 yrs lease commencing from 2015
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"2,157,300","1,227.1","1,758",Aug-24,OCEAN WAY,Resale,Strata,114.0,"18,924",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05,4,1758,Private-Condominium-99 yrs lease commencing from 2006
THE SOLITAIRE,"5,220,000","2,249.68","2,320",Aug-24,BALMORAL PARK,Resale,Strata,209.0,"24,976",-,Condominium,1,Freehold,10,Core Central Region,06 to 10,10,2320,Private-Condominium-Freehold
FABER GARDEN CONDOMINIUM,"2,892,588","1,571.54","1,841",Aug-24,ANGKLONG LANE,Resale,Strata,146.0,"19,812",-,Condominium,1,Freehold,20,Rest of Central Region,11 to 15,20,1841,Private-Condominium-Freehold
AMPAS APARTMENTS,"2,300,000","1,689.95","1,361",Aug-24,JALAN AMPAS,Resale,Strata,157.0,"14,650",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10,12,1361,Private-Apartment-Freehold
VACANZA @ EAST,"1,082,000",731.95,"1,478",Aug-24,LENGKONG TUJOH,Resale,Strata,68.0,"15,912",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10,14,1478,Private-Condominium-Freehold
THE CENTRIO,"1,720,000",979.52,"1,756",Aug-24,IRRAWADDY ROAD,Resale,Strata,91.0,"18,901",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15,12,1756,Private-Apartment-Freehold
JADESCAPE,"2,660,000","1,140.98","2,331",Aug-24,SHUNFU ROAD,Resale,Strata,106.0,"25,094",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20,20,2331,Private-Condominium-99 yrs lease commencing from 2018
