Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LIMAU VILLAS,"2,250,000","1,614.6","1,394",Jul-23,LIMAU RISE,Resale,Land,150,"15,000",-,Terrace House,1,99 yrs lease commencing from 1996,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,980,000","2,259.36","2,204",Jul-23,LORONG MARZUKI,Resale,Land,209.9,"23,726",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
MANDARIN PARK,"3,810,000","2,277.66","1,673",Jul-23,JALAN JURONG KECHIL,Resale,Land,211.6,"18,006",-,Terrace House,1,Freehold,21,Rest of Central Region,-
LUXUS HILLS,"4,080,000","1,614.6","2,527",Jul-23,SELETAR GREEN VIEW,Resale,Land,150,"27,200",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
CASHEW VILLAS,"3,600,000","1,615.68","2,228",Jul-23,CASHEW CRESCENT,Resale,Land,150.1,"23,984",-,Terrace House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,150,000","1,173.28","4,389",Jul-23,JOO CHIAT TERRACE,Resale,Land,109,"47,248",-,Terrace House,1,Freehold,15,Rest of Central Region,-
SARINA PARK,"3,560,000","1,805.12","1,972",Jul-23,LORONG SARINA,Resale,Land,167.7,"21,228",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,520,000","1,729.77","2,035",Jul-23,JOO CHIAT TERRACE,Resale,Land,160.7,"21,904",-,Terrace House,1,Freehold,15,Rest of Central Region,-
FRANKEL ESTATE,"4,200,000","1,856.79","2,262",Jul-23,SIGLAP WALK,Resale,Land,172.5,"24,348",-,Terrace House,1,Freehold,15,Outside Central Region,-
KINGS VILLE,"4,775,000","2,951.49","1,618",Jul-23,KING'S DRIVE,Resale,Land,274.2,"17,414",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
PARRYVILLE,"3,250,000","1,819.12","1,787",Jul-23,POH HUAT DRIVE,Resale,Land,169,"19,231",-,Terrace House,1,999 yrs lease commencing from 1883,19,Outside Central Region,-
FABER HILLS,"4,000,000","2,176.48","1,838",Jul-23,FABER DRIVE,Resale,Land,202.2,"19,782",-,Terrace House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,720,000","1,864.32","1,995",Jul-23,JALAN HAJI SALAM,Resale,Land,173.2,"21,478",-,Terrace House,1,Freehold,16,Outside Central Region,-
FUDU PARK,"3,758,800","2,051.62","1,832",Jun-23,LENTOR TERRACE,Resale,Land,190.6,"19,721",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,100,000","4,108.62","1,485",Jun-23,WOO MON CHEW ROAD,Resale,Land,381.7,"15,981",-,Terrace House,1,Freehold,15,Outside Central Region,-
OEI TIONG HAM PARK,"22,800,000","8,726.37","2,613",Jun-23,JALAN HARUM,Resale,Land,810.7,"28,124",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,800,000","2,150.65","2,232",Jun-23,MUGLISTON ROAD,Resale,Land,199.8,"24,024",-,Terrace House,1,Freehold,15,Rest of Central Region,-
THOMSON GARDEN ESTATE,"3,130,000",882.65,"3,546",Jun-23,JALAN PINTAU,Resale,Land,82,"38,171",-,Terrace House,1,Freehold,20,Rest of Central Region,-
OAK VILLAS,"11,600,000","4,449.84","2,607",Jun-23,OAK AVENUE,Resale,Land,413.4,"28,060",-,Detached House,1,Freehold,10,Core Central Region,-
KELULUT HILL,"3,450,000","1,614.6","2,137",Jun-23,KELULUT HILL,Resale,Land,150,"23,000",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
PASIR PANJANG GARDENS,"3,100,000","1,640.43","1,890",Jun-23,TAMAN MAS MERAH,Resale,Land,152.4,"20,341",-,Terrace House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,198,888","2,527.39","1,266",Jun-23,PENAGA PLACE,Resale,Land,234.8,"13,624",-,Terrace House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
POLLEN COLLECTION,"3,620,000","1,614.6","2,242",Jun-23,POLLEN VIEW,New Sale,Land,150,"24,133",-,Terrace House,1,99 yrs lease commencing from 2019,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"16,600,000","7,865.25","2,111",Jun-23,CHANCERY LANE,Resale,Land,730.7,"22,718",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,800,000","2,449.89","2,367",Jun-23,ONAN ROAD,Resale,Land,227.6,"25,483",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
FRANKEL ESTATE,"6,000,000","3,256.11","1,843",Jun-23,BURNFOOT TERRACE,Resale,Land,302.5,"19,835",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,100,000","3,082.81","1,979",Jun-23,TOH YI ROAD,Resale,Land,286.4,"21,299",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
SEMBAWANG SPRINGS ESTATE,"5,090,000","4,939.6","1,030",Jun-23,JALAN SALANG,Resale,Land,458.9,"11,092",-,Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
WESTVILLE,"2,400,000","1,631.82","1,471",Jun-23,WESTWOOD ROAD,Resale,Land,151.6,"15,831",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
MCMAHON PARK,"13,488,000","6,025.69","2,238",Jun-23,JALAN JELITA,Resale,Land,559.8,"24,094",-,Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
MACPHERSON GARDEN ESTATE,"2,028,000",882.65,"2,298",Jun-23,JALAN MULIA,Resale,Land,82,"24,732",-,Terrace House,1,Freehold,13,Rest of Central Region,-
HOCK SWEE HILL,"5,200,000","3,651.15","1,424",Jun-23,BEGONIA DRIVE,Resale,Land,339.2,"15,330",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
MERA GARDENS,"2,370,000","1,728.7","1,371",Jun-23,ALMOND CRESCENT,Resale,Land,160.6,"14,757",-,Terrace House,1,99 yrs lease commencing from 1994,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,960,000","1,950.44","2,030",Jun-23,JALAN TAMBAN,Resale,Land,181.2,"21,854",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,300,000","1,888.01","1,748",Jun-23,JALAN SENANG,Resale,Land,175.4,"18,814",-,Terrace House,1,Freehold,14,Outside Central Region,-
GREEN HILL ESTATE,"5,398,000","3,980.53","1,356",Jun-23,JALAN SUASA,Resale,Land,369.8,"14,597",-,Semi-Detached House,1,999 yrs lease commencing from 1882,23,Outside Central Region,-
HONG KONG PARK,"20,300,000","9,591.8","2,116",Jun-23,HUA GUAN AVENUE,Resale,Land,891.1,"22,781",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
THOMSON GARDEN ESTATE,"3,800,008","1,122.69","3,385",Jun-23,JALAN PINTAU,Resale,Land,104.3,"36,433",-,Terrace House,1,Freehold,20,Rest of Central Region,-
PARRY GREEN,"2,400,000","1,614.6","1,486",Jun-23,LIMBOK TERRACE,Resale,Land,150,"16,000",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,510,000","2,376.69","1,898",Jun-23,JALAN KRIAN,Resale,Land,220.8,"20,426",-,Terrace House,1,Freehold,14,Outside Central Region,-
HILLVIEW VILLAS,"3,880,000","2,048.39","1,894",Jun-23,HILLVIEW CRESCENT,Resale,Land,190.3,"20,389",-,Terrace House,1,Freehold,23,Outside Central Region,-
FRANKEL ESTATE,"6,550,000","3,559.76","1,840",Jun-23,SIGLAP ROAD,New Sale,Land,330.71,"19,806",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,150,000","4,434.77","1,612",Jun-23,JALAN KUANG,Resale,Land,412,"17,354",-,Detached House,1,Freehold,16,Outside Central Region,-
PICARDY GARDENS,"3,888,888","2,309.95","1,684",Jun-23,JALAN PARI BURONG,Resale,Land,214.6,"18,122",-,Terrace House,1,Freehold,16,Outside Central Region,-
RAFFLES PARK,"24,000,000","11,314.04","2,121",Jun-23,LINDEN DRIVE,Resale,Land,"1,051.1","22,833",-,Detached House,1,Freehold,11,Core Central Region,-
HENRY PARK,"10,900,000","5,320.65","2,049",Jun-23,GROVE DRIVE,Resale,Land,494.3,"22,051",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
YEW LIAN PARK,"3,950,000","1,815.89","2,175",Jun-23,TAMAN PERMATA,Resale,Land,168.7,"23,414",-,Terrace House,1,Freehold,20,Rest of Central Region,-
SEMBAWANG SPRINGS ESTATE,"2,615,000","1,712.55","1,527",Jun-23,JALAN KEMUNING,Resale,Land,159.1,"16,436",-,Terrace House,1,Freehold,27,Outside Central Region,-
BAN GUAN PARK,"7,600,000","3,588.72","2,118",Jun-23,GREENLEAF VIEW,Resale,Land,333.4,"22,795",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,880,000","1,940.75","1,999",Jun-23,EVERITT ROAD,Resale,Land,180.3,"21,520",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LAKESIDE GROVE,"2,480,000","2,332.56","1,063",Jun-23,CORPORATION RISE,Resale,Land,216.7,"11,444",-,Terrace House,1,99 yrs lease commencing from 1996,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,100,000","2,582.28","1,200",Jun-23,PENAGA PLACE,Resale,Land,239.9,"12,922",-,Terrace House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,650,000","5,393.84","2,160",Jun-23,AVON ROAD,Resale,Land,501.1,"23,249",-,Detached House,1,Freehold,15,Rest of Central Region,-
TAI KENG VILLAS,"2,468,000","1,621.06","1,522",Jun-23,JALAN KELICHAP,Resale,Land,150.6,"16,388",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,470,000","4,034.35",860,Jun-23,KEW WALK,Resale,Land,374.8,"9,258",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
FABER HILLS,"7,500,000","6,055.83","1,238",Jun-23,FABER HEIGHTS,Resale,Land,562.6,"13,331",-,Semi-Detached House,1,Freehold,05,Outside Central Region,-
THOMSON GARDEN ESTATE,"2,880,000","1,205.57","2,389",Jun-23,JALAN KHAMIS,Resale,Land,112,"25,714",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,150,000","4,342.2","1,416",Jun-23,LORONG GAMBIR,Resale,Land,403.4,"15,245",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
KEMBANGAN ESTATE,"3,448,888","1,528.49","2,256",Jun-23,LORONG MARZUKI,Resale,Land,142,"24,288",-,Terrace House,1,Freehold,14,Outside Central Region,-
VERDURE VILLAS,"6,200,000","4,510.12","1,375",Jun-23,PONGGOL TWENTY-FOURTH AVENUE,Resale,Land,419,"14,797",-,Detached House,1,999 yrs lease commencing from 1874,19,Outside Central Region,-
GERALD MUGLISTON ESTATE,"4,700,000","4,671.58","1,006",Jun-23,JALAN KECHUBONG,Resale,Land,434,"10,829",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
CACTUS GREEN,"4,680,000","3,540.28","1,322",Jun-23,CACTUS CRESCENT,Resale,Land,328.9,"14,229",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
HILLCREST PARK,"7,608,000","2,899.82","2,624",Jun-23,GREENWOOD AVENUE,Resale,Land,269.4,"28,241",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
SERANGOON GARDEN ESTATE,"4,250,000","2,159.26","1,968",Jun-23,PORTCHESTER AVENUE,Resale,Land,200.6,"21,186",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
WESTVILLE,"2,200,000","2,162.49","1,017",Jun-23,WESTWOOD CRESCENT,Resale,Land,200.9,"10,951",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
BARTLEY VILLAS,"2,080,000","1,800.82","1,155",Jun-23,HOW SUN WALK,Resale,Land,167.3,"12,433",-,Terrace House,1,99 yrs lease commencing from 1993,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,200,000","4,100.01","1,268",Jun-23,KOVAN ROAD,Resale,Land,380.9,"13,652",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,510,000","3,430.49","1,315",Jun-23,JALAN SINGA,Resale,Land,318.7,"14,151",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
GREENRIDGE,"5,300,000","3,566.11","1,486",Jun-23,GREENRIDGE CRESCENT,Resale,Land,331.3,"15,998",-,Terrace House,1,Freehold,21,Rest of Central Region,-
FLORISSA PARK,"4,500,000","2,519.85","1,786",Jun-23,FLORISSA PARK,Resale,Land,234.1,"19,223",-,Terrace House,1,Freehold,26,Outside Central Region,-
VICTORIA PARK VILLAS,"5,800,000","2,351.93","2,466",Jun-23,VICTORIA PARK GROVE,Resale,Land,218.5,"26,545",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,300,000","2,822.32","1,524",Jun-23,GLASGOW ROAD,Resale,Land,262.2,"16,400",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
POLLEN COLLECTION,"4,428,000","3,100.03","1,428",Jun-23,POLLEN VIEW,New Sale,Land,288,"15,375",-,Terrace House,1,99 yrs lease commencing from 2019,28,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"5,300,000","1,955.82","2,710",Jun-23,JALAN LEBAN,Resale,Land,181.7,"29,169",-,Terrace House,1,Freehold,20,Outside Central Region,-
LUXUS HILLS,"4,500,000","2,233.53","2,015",Jun-23,LUXUS HILL AVENUE,Resale,Land,207.5,"21,687",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SHAMROCK PARK,"9,000,000","3,812.61","2,361",Jun-23,NAMLY PLACE,Resale,Land,354.2,"25,409",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KIMNAN PARK,"3,628,000","2,384.23","1,522",Jun-23,JALAN SELAMAT,Resale,Land,221.5,"16,379",-,Terrace House,1,Freehold,14,Outside Central Region,-
SIGLAP PARK,"4,598,000","2,157.11","2,132",Jun-23,WOO MON CHEW ROAD,Resale,Land,200.4,"22,944",-,Terrace House,1,Freehold,15,Outside Central Region,-
UNIQUE GARDEN,"2,500,888","4,548.87",550,Jun-23,LORONG KISMIS,Resale,Land,422.6,"5,918",-,Semi-Detached House,1,99 yrs lease commencing from 1972,21,Rest of Central Region,-
POLLEN COLLECTION,"3,620,000","1,614.6","2,242",Jun-23,POLLEN VIEW,New Sale,Land,150,"24,133",-,Terrace House,1,99 yrs lease commencing from 2019,28,Outside Central Region,-
TAI HWAN GARDEN,"5,580,000","2,853.54","1,955",Jun-23,TAI HWAN GROVE,Resale,Land,265.1,"21,049",-,Terrace House,1,Freehold,19,Outside Central Region,-
KEMBANGAN ESTATE,"6,200,000","4,313.13","1,437",Jun-23,LORONG MARICAN,Resale,Land,400.7,"15,473",-,Detached House,1,Freehold,14,Outside Central Region,-
SEMBAWANG STRAITS ESTATE,"4,999,888","2,712.53","1,843",Jun-23,ANDREWS AVENUE,Resale,Land,252,"19,841",-,Detached House,1,Freehold,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,188,888","1,964.43","1,623",Jun-23,TAMPINES ROAD,Resale,Land,182.5,"17,473",-,Terrace House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"2,950,000","1,839.57","1,604",Jun-23,CONISTON GROVE,Resale,Land,170.9,"17,262",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
WOODLANDS PARK,"4,000,000","4,056.95",986,Jun-23,JALAN GELEGAR,Resale,Land,376.9,"10,613",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,330,000","4,263.62","1,250",Jun-23,BEDOK AVENUE,Resale,Land,396.1,"13,456",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LA QUINTA PARK,"4,600,000","3,392.81","1,356",Jun-23,CHUAN WALK,Resale,Land,315.2,"14,594",-,Semi-Detached House,1,999 yrs lease commencing from 1877,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"16,300,000","14,376.4","1,134",Jun-23,KEW DRIVE,Resale,Land,"1,335.6","12,204",-,Detached House,1,Freehold,16,Outside Central Region,-
FRANKEL ESTATE,"18,500,000","11,050.32","1,674",Jun-23,LA SALLE STREET,Resale,Land,"1,026.6","18,021",-,Detached House,1,Freehold,15,Outside Central Region,-
LENTOR VILLAS,"4,800,000","3,453.09","1,390",Jun-23,LENTOR STREET,Resale,Land,320.8,"14,963",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,500,000","4,238.86","1,298",Jun-23,LORONG G TELOK KURAU,Resale,Land,393.8,"13,966",-,Terrace House,1,Freehold,15,Outside Central Region,-
PAVILION PARK,"3,825,000","1,614.6","2,369",Jun-23,PAVILION PLACE,Resale,Land,150,"25,500",-,Terrace House,1,Freehold,23,Outside Central Region,-
PASIR RIS BEACH PARK,"8,400,000","4,330.36","1,940",Jun-23,PASIR RIS WAY,New Sale,Land,402.3,"20,880",-,Detached House,1,999 yrs lease commencing from 1874,18,Outside Central Region,-
CHUAN VILLAS,"2,600,000","1,614.6","1,610",Jun-23,CHUAN CLOSE,Resale,Land,150,"17,333",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,808,888","2,569.37","1,872",Jun-23,LORONG L TELOK KURAU,Resale,Land,238.7,"20,146",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,400,000","1,764.22","1,927",Jun-23,LORONG L TELOK KURAU,Resale,Land,163.9,"20,744",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,000,000","4,398.17","2,046",Jun-23,BRANKSOME ROAD,Resale,Land,408.6,"22,026",-,Detached House,1,Freehold,15,Rest of Central Region,-
FRANKEL ESTATE,"5,300,000","2,624.26","2,020",Jun-23,JEDBURGH GARDENS,Resale,Land,243.8,"21,739",-,Terrace House,1,Freehold,15,Outside Central Region,-
YUNNAN GARDENS,"5,200,000","4,713.56","1,103",Jun-23,YUNNAN CRESCENT,Resale,Land,437.9,"11,875",-,Terrace House,1,Freehold,22,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,190,000","2,799.72","1,497",Jun-23,BLOXHOME DRIVE,Resale,Land,260.1,"16,109",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
JALAN KAYU ESTATE,"2,360,000","1,344.42","1,755",Jun-23,JALAN TARI ZAPIN,Resale,Land,124.9,"18,895",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,100,000","1,897.69","2,161",Jun-23,CEYLON ROAD,Resale,Land,176.3,"23,256",-,Terrace House,1,Freehold,15,Rest of Central Region,-
SEMBAWANG HILLS ESTATE,"4,860,000","1,500.5","3,239",Jun-23,SERAYA CRESCENT,New Sale,Land,139.4,"34,864",-,Terrace House,1,Freehold,20,Outside Central Region,-
SURIN GARDENS,"3,358,000","1,814.81","1,850",Jun-23,SURIN AVENUE,Resale,Land,168.6,"19,917",-,Terrace House,1,Freehold,19,Outside Central Region,-
HOMES AT EASTWOOD PLACE,"2,480,000","1,902","1,304",Jun-23,EASTWOOD PLACE,Resale,Land,176.7,"14,035",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
GOLDHILL GARDENS,"5,870,000","2,375.61","2,471",Jun-23,GOLDHILL DRIVE,Resale,Land,220.7,"26,597",-,Terrace House,1,Freehold,11,Core Central Region,-
TAI HWAN PARK,"3,725,000","1,675.95","2,223",Jun-23,TAI HWAN CRESCENT,Resale,Land,155.7,"23,924",-,Terrace House,1,Freehold,19,Outside Central Region,-
SENNETT ESTATE,"5,300,000","3,707.12","1,430",Jun-23,PUAY HEE AVENUE,Resale,Land,344.4,"15,389",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
WESTVILLE,"2,600,000","2,150.65","1,209",Jun-23,WESTWOOD WALK,Resale,Land,199.8,"13,013",-,Semi-Detached House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,500,000","1,876.38","3,464",May-23,HAIG ROAD,Resale,Land,174.32,"37,288",-,Terrace House,1,Freehold,15,Rest of Central Region,-
SENNETT ESTATE,"5,600,000","3,721.11","1,505",May-23,LORONG BUNGA,Resale,Land,345.7,"16,199",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"1,320,000","3,999.9",330,May-23,BENG WAN ROAD,Resale,Land,371.6,"3,552",-,Detached House,1,99 yrs lease commencing from 1952,12,Rest of Central Region,-
PARK VILLAS,"2,620,000","1,709.32","1,533",May-23,PARK VILLAS RISE,Resale,Land,158.8,"16,499",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","2,626.42","1,675",May-23,JOO CHIAT PLACE,Resale,Land,244,"18,033",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
THE COUNTRYSIDE,"4,800,000","3,422.95","1,402",May-23,COUNTRYSIDE ROAD,Resale,Land,318,"15,094",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
NANYANG PARK,"3,300,000","2,799.72","1,179",May-23,JALAN LIMBOK,Resale,Land,260.1,"12,687",-,Semi-Detached House,1,999 yrs lease commencing from 1881,19,Outside Central Region,-
CAPITOL PARK,"42,000,000","16,395.72","2,562",May-23,JALAN ASUHAN,Resale,Land,"1,523.2","27,574",-,Detached House,1,Freehold,11,Core Central Region,-
SENNETT ESTATE,"3,586,000","1,702.86","2,106",May-23,LICHI AVENUE,Resale,Land,158.2,"22,668",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,888,888","3,597.33","1,359",May-23,JALAN MELATI,Resale,Land,334.2,"14,629",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"5,880,000","2,161.41","2,720",May-23,KINGSWEAR AVENUE,New Sale,Land,200.8,"29,283",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
HUA GUAN GARDENS,"13,800,000","5,110.75","2,700",May-23,HUA GUAN CRESCENT,Resale,Land,474.8,"29,065",-,Semi-Detached House,1,999 yrs lease commencing from 1883,21,Rest of Central Region,-
KEMBANGAN ESTATE,"5,280,000","3,736.18","1,413",May-23,LORONG MARICAN,Resale,Land,347.1,"15,212",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,450,000","2,144.19","1,609",May-23,GRACE WALK,Resale,Land,199.2,"17,319",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,980,000","2,339.02","1,702",May-23,LORONG L TELOK KURAU,Resale,Land,217.3,"18,316",-,Terrace House,1,Freehold,15,Outside Central Region,-
THOMSON HILLS ESTATE,"3,750,000","2,202.31","1,703",May-23,THOMSON TERRACE,Resale,Land,204.6,"18,328",-,Terrace House,1,Freehold,20,Outside Central Region,-
BRADDELL HEIGHTS ESTATE,"19,700,000","13,572.33","1,451",May-23,CLIFTON VALE,Resale,Land,"1,260.9","15,624",-,Detached House,1,Freehold,13,Outside Central Region,-
THOMSON HILLS ESTATE,"4,000,000","2,233.53","1,791",May-23,THOMSON TERRACE,Resale,Land,207.5,"19,277",-,Terrace House,1,Freehold,20,Outside Central Region,-
